,020001.OF,090001.OF,121002.OF,100020.OF,160603.OF,161605.OF,233001.OF,288001.OF
2015-07-09,4.399,3.7307,3.2571,4.3411,3.645,2.865,2.2369,3.721
2015-07-10,4.475,3.7915,3.3119,4.4127,3.691,2.891,2.272,3.754
2015-07-13,4.576,3.8562,3.3761,4.4882,3.764,2.927,2.3085,3.809
2015-07-14,4.607,3.8649,3.3884,4.506,3.782,2.964,2.3208,3.844
2015-07-15,4.52,3.808,3.3421,4.4162,3.722,2.918,2.29,3.793
2015-07-16,4.558,3.8302,3.3525,4.427,3.734,2.926,2.308,3.794
2015-07-17,4.644,3.8841,3.3913,4.4967,3.793,2.977,2.3414,3.853
2015-07-20,4.671,3.9055,3.401,4.529,3.826,3.004,2.35,3.893
2015-07-21,4.684,3.927,3.4171,4.552,3.856,3.021,2.354,3.926
2015-07-22,4.695,3.9492,3.4238,4.5668,3.876,3.031,2.3539,3.95
2015-07-23,4.749,3.9844,3.4514,4.6084,3.919,3.056,2.3728,4.007
2015-07-24,4.717,3.9582,3.4405,4.603,3.899,3.034,2.3591,3.986
2015-07-27,4.592,3.8656,3.3674,4.4797,3.813,2.967,2.3085,3.891
2015-07-28,4.561,3.8461,3.3528,4.4397,3.783,2.933,2.3013,3.84
2015-07-29,4.622,3.8985,3.3875,4.4908,3.837,2.976,2.3201,3.883
2015-07-30,4.572,3.8642,3.3625,4.4359,3.796,2.95,2.3004,3.829
2015-07-31,4.572,3.8494,3.3543,4.4235,3.78,2.936,2.3019,3.799
2015-08-03,4.525,3.8111,3.337,4.382,3.732,2.907,2.2992,3.768
2015-08-04,4.601,3.8639,3.3713,4.4453,3.792,2.949,2.3268,3.795
2015-08-05,4.592,3.8645,3.3612,4.4244,3.784,2.947,2.3165,3.786
2015-08-06,4.602,3.8622,3.353,4.4157,3.777,2.949,2.3163,3.777
2015-08-07,4.639,3.8884,3.3749,4.4733,3.808,2.979,2.3319,3.806
2015-08-10,4.701,3.9433,3.4184,4.5634,3.866,3.029,2.3603,3.852
2015-08-11,4.695,3.9529,3.4194,4.5893,3.876,3.023,2.3582,3.862
2015-08-12,4.662,3.9425,3.4048,4.5787,3.857,3.01,2.3423,3.836
2015-08-13,4.692,3.9574,3.419,4.5993,3.879,3.032,2.356,3.841
2015-08-14,4.692,3.964,3.419,4.6101,3.888,3.03,2.3511,3.836
2015-08-17,4.699,3.9649,3.4289,4.6037,3.903,3.035,2.355,3.846
2015-08-18,4.601,3.9034,3.3565,4.4882,3.81,2.967,2.3054,3.781
2015-08-19,4.63,3.9148,3.367,4.5187,3.829,2.982,2.3125,3.805
2015-08-20,4.573,3.8851,3.3431,4.4567,3.793,2.954,2.2968,3.77
2015-08-21,4.485,3.8314,3.3018,4.3754,3.73,2.905,2.2647,3.732
2015-08-24,4.383,3.7588,3.2424,4.2605,3.653,2.845,2.2179,3.653
2015-08-25,4.302,3.6987,3.1878,4.167,3.585,2.796,2.179,3.59
2015-08-26,4.294,3.6916,3.1814,4.1429,3.548,2.781,2.181,3.575
2015-08-27,4.346,3.7362,3.218,4.1873,3.574,2.809,2.2056,3.603
2015-08-28,4.412,3.7884,3.2581,4.265,3.629,2.849,2.2309,3.634
2015-08-31,4.372,3.7611,3.2453,4.2261,3.604,2.829,2.2148,3.625
2015-09-01,4.312,3.7191,3.217,4.1654,3.554,2.781,2.1925,3.64
2015-09-02,4.312,3.7059,3.2059,4.1539,3.539,2.756,2.1942,3.649
2015-09-07,4.314,3.7095,3.2053,4.1469,3.539,2.765,2.1906,3.617
2015-09-08,4.361,3.7467,3.2333,4.2019,3.573,2.795,2.2121,3.629
2015-09-09,4.392,3.7764,3.2535,4.2305,3.604,2.817,2.2267,3.64
2015-09-10,4.369,3.7638,3.2453,4.2185,3.598,2.81,2.2161,3.629
2015-09-11,4.375,3.7644,3.2464,4.2245,3.606,2.819,2.2175,3.629
2015-09-14,4.305,3.7122,3.208,4.1593,3.56,2.767,2.1823,3.604
2015-09-15,4.249,3.6768,3.1815,4.0984,3.524,2.741,2.1641,3.58
2015-09-16,4.314,3.7317,3.2156,4.1751,3.573,2.777,2.1924,3.607
2015-09-17,4.309,3.7165,3.2048,4.1616,3.562,2.772,2.1843,3.597
2015-09-18,4.323,3.7314,3.2141,4.1837,3.574,2.78,2.1861,3.599
2015-09-21,4.357,3.7621,3.2407,4.2376,3.609,2.808,2.2066,3.613
2015-09-22,4.362,3.7738,3.2448,4.2455,3.617,2.811,2.2099,3.615
2015-09-23,4.363,3.7564,3.2358,4.2284,3.608,2.804,2.2062,3.605
2015-09-24,4.375,3.7625,3.2407,4.2397,3.623,2.81,2.2091,3.608
2015-09-25,4.342,3.7382,3.2285,4.2012,3.591,2.786,2.1987,3.594
2015-09-28,4.372,3.7508,3.2436,4.2287,3.615,2.802,2.2052,3.601
2015-09-29,4.36,3.7374,3.2379,4.2057,3.607,2.793,2.1995,3.585
2015-09-30,4.366,3.7413,3.2386,4.2037,3.604,2.79,2.1996,3.587
2015-10-08,4.402,3.7737,3.2658,4.2615,3.63,2.826,2.2175,3.607
2015-10-09,4.429,3.7895,3.2809,4.296,3.641,2.837,2.227,3.615
2015-10-12,4.48,3.8236,3.3109,4.3531,3.671,2.87,2.2484,3.637
2015-10-13,4.494,3.8347,3.3177,4.3785,3.682,2.886,2.2507,3.64
2015-10-14,4.472,3.8218,3.3075,4.3545,3.664,2.869,2.2452,3.631
2015-10-15,4.515,3.8477,3.3306,4.3947,3.691,2.899,2.2629,3.646
2015-10-16,4.524,3.8579,3.3374,4.4104,3.708,2.905,2.2662,3.652
2015-10-19,4.537,3.8489,3.3315,4.3842,3.724,2.9,2.2663,3.647
2015-10-20,4.565,3.8791,3.3445,4.4212,3.74,2.928,2.2781,3.657
2015-10-21,4.48,3.8196,3.2923,4.3449,3.691,2.876,2.2412,3.653
2015-10-22,4.524,3.8523,3.3194,4.39,3.729,2.917,2.2621,3.663
2015-10-23,4.554,3.8767,3.3431,4.4183,3.766,2.946,2.2785,3.678
2015-10-26,4.575,3.8756,3.3552,4.4306,3.762,2.95,2.2843,3.681
2015-10-27,4.583,3.8835,3.3544,4.4311,3.768,2.949,2.2817,3.685
2015-10-28,4.554,3.86,3.3366,4.3868,3.739,2.922,2.2726,3.679
2015-10-29,4.564,3.8701,3.3388,4.3953,3.744,2.926,2.2815,3.682
2015-10-30,4.569,3.871,3.3455,4.4084,3.747,2.931,2.2874,3.677
2015-11-02,4.555,3.853,3.3273,4.3787,3.717,2.904,2.2798,3.664
2015-11-03,4.574,3.8457,3.3245,4.3781,3.719,2.896,2.2786,3.657
2015-11-04,4.637,3.8955,3.3691,4.4442,3.771,2.94,2.3162,3.686
2015-11-05,4.623,3.888,3.3731,4.4544,3.772,2.941,2.3171,3.699
2015-11-06,4.66,3.9144,3.4014,4.4952,3.805,2.972,2.341,3.71
2015-11-09,4.689,3.9271,3.4181,4.5159,3.822,2.998,2.3434,3.733
2015-11-10,4.703,3.9347,3.4261,4.5212,3.839,3.006,2.3465,3.728
2015-11-11,4.725,3.9514,3.4389,4.5421,3.859,3.03,2.3543,3.735
2015-11-12,4.727,3.9536,3.4407,4.5412,3.854,3.023,2.3459,3.728
2015-11-13,4.696,3.9435,3.4113,4.5071,3.821,2.996,2.3319,3.697
2015-11-16,4.72,3.9646,3.4248,4.5209,3.842,3.032,2.3435,3.714
2015-11-17,4.703,3.9604,3.423,4.5216,3.824,3.015,2.3477,3.704
2015-11-18,4.688,3.9346,3.4067,4.5024,3.806,3,2.3377,3.699
2015-11-19,4.726,3.9608,3.4277,4.5385,3.836,3.038,2.3527,3.724
2015-11-20,4.75,3.9784,3.4416,4.557,3.849,3.057,2.3577,3.742
2015-11-23,4.767,3.9727,3.4286,4.5322,3.852,3.034,2.351,3.724
2015-11-24,4.785,3.9741,3.4292,4.5418,3.859,3.049,2.355,3.741
2015-11-25,4.807,3.9857,3.4414,4.5613,3.875,3.077,2.3623,3.76
2015-11-26,4.798,3.9876,3.4305,4.5547,3.864,3.073,2.359,3.756
2015-11-27,4.719,3.9331,3.3656,4.4627,3.793,3.002,2.3243,3.69
2015-11-30,4.75,3.9375,3.3668,4.4701,3.798,3.009,2.3336,3.695
2015-12-01,4.738,3.9416,3.3758,4.4672,3.799,2.998,2.3414,3.685
2015-12-02,4.722,3.9384,3.3739,4.4698,3.791,2.985,2.3401,3.666
2015-12-03,4.753,3.9584,3.388,4.5009,3.819,3.01,2.3599,3.695
2015-12-04,4.753,3.95,3.3801,4.4954,3.818,3.013,2.3557,3.695
2015-12-07,4.77,3.9646,3.3884,4.5017,3.835,3.027,2.3622,3.71
2015-12-08,4.745,3.9478,3.3698,4.4802,3.818,3.022,2.3634,3.68
2015-12-09,4.76,3.9454,3.3664,4.4816,3.814,3.025,2.3562,3.672
2015-12-10,4.752,3.9403,3.3624,4.4867,3.816,3.024,2.346,3.677
2015-12-11,4.743,3.9317,3.3556,4.4823,3.803,3.012,2.3528,3.67
2015-12-14,4.757,3.9493,3.372,4.5105,3.831,3.033,2.3664,3.676
2015-12-15,4.773,3.955,3.3788,4.5223,3.843,3.054,2.3789,3.685
2015-12-16,4.771,3.9625,3.3802,4.5351,3.85,3.061,2.3812,3.695
2015-12-17,4.799,3.9936,3.3947,4.5706,3.881,3.093,2.3975,3.718
2015-12-18,4.8,3.9964,3.3934,4.5569,3.881,3.092,2.398,3.715
2015-12-21,4.792,4.0218,3.4225,4.5653,3.908,3.087,2.405,3.721
2015-12-22,4.802,4.0285,3.4231,4.5715,3.933,3.094,2.4186,3.727
2015-12-23,4.786,4.0145,3.4198,4.5555,3.931,3.076,2.4073,3.709
2015-12-24,4.782,4.0078,3.4207,4.5671,3.925,3.069,2.4104,3.717
2015-12-25,4.787,4.0103,3.4342,4.5734,3.925,3.087,2.4221,3.73
2015-12-28,4.769,3.9895,3.4084,4.548,3.889,3.065,2.4144,3.704
2015-12-29,4.798,4.0039,3.4171,4.5549,3.899,3.076,2.4219,3.713
2015-12-30,4.805,4.0087,3.4298,4.5819,3.907,3.09,2.4357,3.728
2015-12-31,4.777,3.9919,3.4214,4.5673,3.887,3.067,2.4262,3.709
2016-01-04,4.66,3.9111,3.3335,4.4507,3.798,2.996,2.3618,3.632
2016-01-05,4.633,3.9023,3.3329,4.419,3.772,2.978,2.3594,3.605
2016-01-06,4.661,3.9258,3.3499,4.4384,3.803,3.006,2.379,3.626
2016-01-07,4.552,3.8447,3.2793,4.3325,3.711,2.921,2.3181,3.561
2016-01-08,4.564,3.859,3.2843,4.3404,3.717,2.917,2.3325,3.563
2016-01-11,4.498,3.8032,3.2333,4.2607,3.649,2.85,2.2876,3.499
2016-01-12,4.514,3.8065,3.2331,4.2585,3.649,2.853,2.2898,3.48
2016-01-13,4.476,3.771,3.2078,4.2162,3.612,2.822,2.2661,3.453
2016-01-14,4.518,3.8027,3.2296,4.2565,3.644,2.854,2.2901,3.469
2016-01-15,4.49,3.7682,3.203,4.215,3.61,2.819,2.2687,3.441
2016-01-18,4.511,3.7781,3.2122,4.2327,3.622,2.834,2.2788,3.442
2016-01-19,4.552,3.8124,3.2402,4.275,3.659,2.862,2.3047,3.464
2016-01-20,4.541,3.8014,3.2371,4.2617,3.65,2.849,2.3032,3.458
2016-01-21,4.503,3.7715,3.2106,4.216,3.612,2.82,2.2826,3.436
2016-01-22,4.514,3.7782,3.2221,4.2239,3.62,2.835,2.2946,3.445
2016-01-25,4.519,3.7857,3.2289,4.2356,3.627,2.848,2.298,3.449
2016-01-26,4.453,3.7343,3.18,4.1617,3.562,2.79,2.2489,3.409
2016-01-27,4.44,3.7341,3.1718,4.1433,3.545,2.782,2.2357,3.404
2016-01-28,4.399,3.713,3.1351,4.111,3.534,2.75,2.2111,3.384
2016-01-29,4.44,3.7437,3.16,4.1511,3.564,2.775,2.2365,3.396
2016-02-01,4.442,3.7392,3.1483,4.1521,3.56,2.768,2.2367,3.383
2016-02-02,4.482,3.7655,3.1699,4.1791,3.588,2.796,2.2598,3.39
2016-02-03,4.496,3.7752,3.1721,4.1798,3.596,2.801,2.2649,3.386
2016-02-04,4.521,3.7873,3.1881,4.1968,3.62,2.817,2.2761,3.391
2016-02-05,4.503,3.7828,3.1812,4.1966,3.61,2.808,2.2704,3.388
2016-02-15,4.506,3.7855,3.1811,4.2026,3.617,2.811,2.2715,3.384
2016-02-16,4.548,3.81,3.2158,4.2379,3.645,2.844,2.2957,3.402
2016-02-17,4.558,3.8139,3.2241,4.2446,3.653,2.856,2.302,3.406
2016-02-18,4.552,3.8092,3.2208,4.2459,3.645,2.859,2.2977,3.415
2016-02-19,4.557,3.8118,3.228,4.242,3.652,2.862,2.2992,3.416
2016-02-22,4.578,3.823,3.2444,4.2587,3.669,2.883,2.3087,3.433
2016-02-23,4.562,3.8213,3.2395,4.2534,3.667,2.879,2.3105,3.435
2016-02-24,4.558,3.8233,3.2421,4.2507,3.666,2.877,2.3151,3.435
2016-02-25,4.47,3.7744,3.1828,4.1759,3.606,2.812,2.2656,3.389
2016-02-26,4.466,3.7755,3.1845,4.18,3.606,2.813,2.265,3.387
2016-02-29,4.412,3.7493,3.1506,4.1312,3.559,2.763,2.2357,3.359
2016-03-01,4.433,3.7626,3.1643,4.1567,3.578,2.779,2.2451,3.369
2016-03-02,4.477,3.7894,3.1985,4.1964,3.616,2.81,2.2699,3.391
2016-03-03,4.474,3.7907,3.1987,4.1965,3.612,2.808,2.2701,3.394
2016-03-04,4.442,3.7729,3.1799,4.1718,3.58,2.785,2.2532,3.395
2016-03-07,4.455,3.7831,3.1986,4.1865,3.588,2.795,2.262,3.4
2016-03-08,4.462,3.784,3.191,4.1868,3.596,2.793,2.2645,3.402
2016-03-09,4.444,3.7708,3.1654,4.1624,3.585,2.775,2.2533,3.396
2016-03-10,4.429,3.7614,3.1553,4.1464,3.57,2.763,2.2431,3.388
2016-03-11,4.428,3.7656,3.1555,4.1483,3.571,2.759,2.2409,3.39
2016-03-14,4.463,3.7855,3.174,4.1799,3.601,2.783,2.2553,3.397
2016-03-15,4.465,3.7779,3.1648,4.1702,3.599,2.776,2.2548,3.393
2016-03-16,4.453,3.7723,3.1592,4.1651,3.589,2.767,2.2521,3.397
2016-03-17,4.495,3.7907,3.1795,4.2017,3.623,2.794,2.2646,3.402
2016-03-18,4.527,3.8119,3.2113,4.2354,3.661,2.825,2.2831,3.411
2016-03-21,4.546,3.8291,3.2313,4.2587,3.681,2.846,2.2969,3.42
2016-03-22,4.547,3.8284,3.2295,4.2623,3.683,2.843,2.2968,3.419
2016-03-23,4.557,3.834,3.2325,4.2662,3.69,2.845,2.3002,3.424
2016-03-24,4.544,3.8227,3.2188,4.252,3.676,2.836,2.2905,3.407
2016-03-25,4.544,3.8239,3.2335,4.2594,3.688,2.843,2.2948,3.413
2016-03-28,4.543,3.8217,3.2295,4.2533,3.68,2.83,2.2955,3.406
2016-03-29,4.526,3.8092,3.2181,4.2352,3.656,2.811,2.2844,3.394
2016-03-30,4.557,3.8317,3.2513,4.2685,3.692,2.843,2.3007,3.42
2016-03-31,4.56,3.8353,3.2581,4.2715,3.691,2.852,2.3009,3.422
2016-04-01,4.554,3.8291,3.2583,4.2635,3.683,2.843,2.303,3.432
2016-04-05,4.574,3.8463,3.2746,4.2847,3.707,2.864,2.3185,3.446
2016-04-06,4.576,3.8504,3.2722,4.302,3.712,2.874,2.3196,3.445
2016-04-07,4.563,3.8415,3.2528,4.283,3.694,2.863,2.3128,3.43
2016-04-08,4.566,3.8372,3.246,4.2837,3.682,2.857,2.3098,3.423
2016-04-11,4.58,3.8521,3.2746,4.3009,3.707,2.884,2.3243,3.441
2016-04-12,4.576,3.8486,3.2679,4.2901,3.705,2.874,2.3199,3.434
2016-04-13,4.584,3.8561,3.2807,4.3016,3.717,2.884,2.3258,3.452
2016-04-14,4.59,3.8626,3.2877,4.307,3.731,2.893,2.3321,3.453
2016-04-15,4.588,3.8614,3.2963,4.306,3.74,2.892,2.3325,3.452
2016-04-18,4.579,3.8508,3.2808,4.2881,3.732,2.884,2.3259,3.441
2016-04-19,4.581,3.8546,3.2767,4.292,3.728,2.893,2.3268,3.445
2016-04-20,4.55,3.8252,3.2289,4.255,3.68,2.847,2.3,3.411
2016-04-21,4.548,3.8193,3.2214,4.2443,3.672,2.824,2.2914,3.408
2016-04-22,4.556,3.8253,3.23,4.2542,3.68,2.828,2.2969,3.405
2016-04-25,4.555,3.8296,3.2288,4.2468,3.674,2.824,2.2959,3.404
2016-04-26,4.569,3.8331,3.2357,4.2521,3.685,2.832,2.3032,3.411
2016-04-27,4.577,3.8357,3.2394,4.2507,3.692,2.829,2.3074,3.41
2016-04-28,4.575,3.8368,3.2376,4.2525,3.68,2.826,2.3082,3.405
2016-04-29,4.58,3.8394,3.2544,4.2525,3.679,2.828,2.3082,3.406
2016-05-03,4.608,3.8605,3.2883,4.2862,3.702,2.861,2.3309,3.427
2016-05-04,4.608,3.8595,3.2853,4.2865,3.7,2.861,2.3305,3.427
2016-05-05,4.61,3.8587,3.2883,4.2926,3.705,2.863,2.3297,3.43
2016-05-06,4.576,3.8328,3.2514,4.2548,3.674,2.833,2.305,3.396
2016-05-09,4.562,3.8118,3.2213,4.2253,3.629,2.797,2.287,3.359
2016-05-10,4.567,3.8139,3.2299,4.2218,3.632,2.797,2.2899,3.357
2016-05-11,4.57,3.8157,3.2285,4.2171,3.623,2.785,2.2962,3.362
2016-05-12,4.581,3.8181,3.2344,4.2196,3.615,2.797,2.3053,3.364
2016-05-13,4.58,3.8173,3.2311,4.2206,3.605,2.801,2.3026,3.365
2016-05-16,4.6,3.8274,3.2497,4.2389,3.624,2.824,2.3117,3.371
2016-05-17,4.587,3.8254,3.2465,4.2327,3.635,2.813,2.3022,3.367
2016-05-18,4.566,3.8062,3.2245,4.2059,3.609,2.789,2.2824,3.357
2016-05-19,4.569,3.8061,3.2317,4.2143,3.613,2.8,2.2815,3.357
2016-05-20,4.578,3.8159,3.2426,4.2241,3.618,2.805,2.2915,3.359
2016-05-23,4.594,3.8232,3.2543,4.2387,3.634,2.822,2.3074,3.365
2016-05-24,4.588,3.8159,3.2473,4.2267,3.627,2.815,2.2983,3.359
2016-05-25,4.579,3.8153,3.244,4.2218,3.624,2.799,2.2946,3.355
2016-05-26,4.582,3.8226,3.2506,4.2246,3.627,2.808,2.2991,3.358
2016-05-27,4.578,3.8196,3.2496,4.219,3.629,2.804,2.2959,3.357
2016-05-30,4.573,3.8157,3.2471,4.2156,3.626,2.803,2.2941,3.354
2016-05-31,4.605,3.8421,3.2746,4.2568,3.659,2.837,2.3184,3.37
2016-06-01,4.612,3.8447,3.2836,4.2641,3.67,2.848,2.3234,3.374
2016-06-02,4.62,3.847,3.2926,4.2724,3.678,2.853,2.3294,3.375
2016-06-03,4.627,3.8529,3.2928,4.2813,3.687,2.851,2.3348,3.38
2016-06-06,4.638,3.8526,3.302,4.2864,3.692,2.867,2.3394,3.384
2016-06-07,4.643,3.8498,3.3073,4.2903,3.691,2.876,2.3423,3.381
2016-06-08,4.631,3.8457,3.3015,4.2927,3.689,2.866,2.3462,3.379
2016-06-13,4.596,3.8184,3.2698,4.2414,3.642,2.818,2.3136,3.368
2016-06-14,4.603,3.8179,3.2725,4.2523,3.645,2.826,2.3143,3.37
2016-06-15,4.636,3.8354,3.3041,4.2856,3.673,2.858,2.3392,3.384
2016-06-16,4.634,3.8334,3.2985,4.2805,3.671,2.874,2.3383,3.382
2016-06-17,4.639,3.8399,3.3035,4.2918,3.68,2.876,2.3444,3.383
2016-06-20,4.644,3.8403,3.3037,4.2991,3.685,2.884,2.3511,3.384
2016-06-21,4.639,3.84,3.2966,4.2882,3.672,2.872,2.3487,3.378
2016-06-22,4.65,3.8473,3.3061,4.306,3.688,2.884,2.3562,3.381
2016-06-23,4.644,3.8446,3.3012,4.2983,3.691,2.871,2.3567,3.377
2016-06-24,4.635,3.8371,3.2903,4.2889,3.679,2.863,2.3506,3.378
2016-06-27,4.656,3.8535,3.3032,4.3217,3.699,2.887,2.3657,3.386
2016-06-28,4.656,3.862,3.309,4.3265,3.71,2.888,2.3798,3.387
2016-06-29,4.654,3.8662,3.3086,4.3239,3.709,2.886,2.3762,3.391
2016-06-30,4.656,3.8685,3.3073,4.3265,3.706,2.881,2.3836,3.392
2016-07-01,4.655,3.8671,3.3062,4.3237,3.711,2.878,2.3822,3.396
2016-07-04,4.67,3.8817,3.332,4.3508,3.726,2.9,2.3913,3.408
2016-07-05,4.672,3.8837,3.3325,4.3538,3.732,2.9,2.3901,3.411
2016-07-06,4.694,3.8938,3.3425,4.3627,3.734,2.903,2.3976,3.421
2016-07-07,4.697,3.8913,3.3474,4.3546,3.737,2.907,2.4013,3.427
2016-07-08,4.694,3.8894,3.3434,4.35,3.733,2.905,2.4018,3.42
2016-07-11,4.701,3.8855,3.3388,4.3532,3.722,2.903,2.3991,3.425
2016-07-12,4.703,3.8982,3.3514,4.3781,3.728,2.909,2.4067,3.434
2016-07-13,4.703,3.906,3.3611,4.3787,3.736,2.913,2.4076,3.434
2016-07-14,4.696,3.9067,3.3535,4.3838,3.738,2.909,2.4065,3.431
2016-07-15,4.697,3.9044,3.3495,4.381,3.739,2.903,2.4072,3.433
2016-07-18,4.693,3.9044,3.3435,4.3758,3.738,2.9,2.4013,3.432
2016-07-19,4.686,3.9114,3.3399,4.3677,3.737,2.902,2.399,3.429
2016-07-20,4.685,3.9162,3.3507,4.3652,3.744,2.903,2.4,3.425
2016-07-21,4.689,3.9178,3.353,4.3679,3.741,2.905,2.4052,3.425
2016-07-22,4.678,3.9113,3.3438,4.3539,3.73,2.89,2.3982,3.42
2016-07-25,4.682,3.9142,3.3477,4.3516,3.733,2.884,2.4011,3.422
2016-07-26,4.698,3.9233,3.3603,4.3762,3.746,2.897,2.4138,3.427
2016-07-27,4.667,3.9033,3.3199,4.337,3.709,2.856,2.3906,3.419
2016-07-28,4.67,3.9112,3.3133,4.3418,3.705,2.856,2.3967,3.422
2016-07-29,4.665,3.9095,3.3082,4.3321,3.701,2.847,2.3997,3.418
2016-08-01,4.652,3.8935,3.3005,4.31,3.686,2.843,2.3859,3.408
2016-08-02,4.661,3.8988,3.3072,4.3201,3.699,2.847,2.3867,3.414
2016-08-03,4.665,3.9058,3.3083,4.3207,3.698,2.85,2.3916,3.419
2016-08-04,4.668,3.9069,3.3181,4.3262,3.702,2.86,2.3958,3.419
2016-08-05,4.663,3.903,3.3102,4.322,3.698,2.852,2.3895,3.418
2016-08-08,4.674,3.9114,3.3173,4.3301,3.707,2.862,2.3992,3.423
2016-08-09,4.684,3.9152,3.3222,4.3467,3.713,2.872,2.4042,3.428
2016-08-10,4.683,3.9092,3.3066,4.3402,3.711,2.872,2.4023,3.425
2016-08-11,4.671,3.8989,3.2924,4.3304,3.701,2.857,2.3915,3.42
2016-08-12,4.677,3.9087,3.3007,4.34,3.712,2.858,2.3983,3.425
2016-08-15,4.691,3.9249,3.3202,4.3679,3.734,2.875,2.4128,3.435
2016-08-16,4.694,3.927,3.3336,4.3686,3.735,2.883,2.4126,3.436
2016-08-17,4.699,3.9298,3.3347,4.3746,3.739,2.888,2.4195,3.435
2016-08-18,4.691,3.928,3.3362,4.372,3.738,2.884,2.4207,3.434
2016-08-19,4.689,3.9306,3.3332,4.3683,3.74,2.885,2.4228,3.432
2016-08-22,4.683,3.9224,3.3193,4.358,3.728,2.872,2.4198,3.428
2016-08-23,4.684,3.927,3.3198,4.3548,3.732,2.871,2.4236,3.426
2016-08-24,4.683,3.932,3.3236,4.3495,3.731,2.87,2.4235,3.427
2016-08-25,4.679,3.9288,3.3192,4.3383,3.723,2.866,2.4214,3.425
2016-08-26,4.681,3.9318,3.3253,4.3408,3.727,2.88,2.4273,3.426
2016-08-29,4.679,3.9292,3.3239,4.3455,3.729,2.883,2.4278,3.425
2016-08-30,4.682,3.9298,3.3237,4.3469,3.728,2.875,2.4264,3.423
2016-08-31,4.681,3.9284,3.3268,4.3486,3.728,2.877,2.4276,3.424
2016-09-01,4.674,3.9237,3.3229,4.339,3.722,2.873,2.4279,3.422
2016-09-02,4.672,3.924,3.3247,4.3379,3.717,2.862,2.4253,3.418
2016-09-05,4.684,3.926,3.3286,4.3423,3.723,2.865,2.433,3.419
2016-09-06,4.701,3.9419,3.3446,4.3532,3.736,2.897,2.4475,3.426
2016-09-07,4.695,3.9422,3.3388,4.3528,3.735,2.899,2.4511,3.425
2016-09-08,4.701,3.9543,3.3403,4.3547,3.739,2.904,2.4664,3.425
2016-09-09,4.693,3.9474,3.332,4.3467,3.737,2.894,2.4581,3.423
2016-09-12,4.661,3.9343,3.3036,4.3247,3.709,2.869,2.4412,3.408
2016-09-13,4.664,3.9318,3.3131,4.3288,3.714,2.863,2.4426,3.409
2016-09-14,4.657,3.9321,3.3091,4.3229,3.712,2.85,2.4365,3.408
2016-09-19,4.663,3.9462,3.3181,4.3351,3.725,2.856,2.445,3.41
2016-09-20,4.669,3.9469,3.3228,4.3357,3.728,2.862,2.4433,3.411
2016-09-21,4.67,3.9536,3.3267,4.3352,3.727,2.86,2.445,3.414
2016-09-22,4.674,3.9621,3.3287,4.3413,3.737,2.872,2.4496,3.418
2016-09-23,4.669,3.9569,3.3214,4.3355,3.742,2.868,2.4449,3.414
2016-09-26,4.654,3.9398,3.3035,4.3187,3.72,2.84,2.4314,3.4
2016-09-27,4.659,3.9455,3.3118,4.3307,3.729,2.838,2.4325,3.404
2016-09-28,4.666,3.9466,3.3184,4.3319,3.726,2.831,2.4311,3.4
2016-09-29,4.674,3.9481,3.3199,4.3339,3.73,2.836,2.4358,3.4
2016-09-30,4.679,3.9529,3.3187,4.3406,3.732,2.845,2.4363,3.406
2016-10-10,4.692,3.9681,3.3191,4.3536,3.75,2.87,2.4454,3.407
2016-10-11,4.708,3.9726,3.3325,4.3561,3.755,2.874,2.4506,3.414
2016-10-12,4.709,3.9703,3.3278,4.3579,3.759,2.881,2.4508,3.412
2016-10-13,4.703,3.9731,3.3237,4.3561,3.759,2.887,2.4548,3.412
2016-10-14,4.699,3.9741,3.3236,4.3505,3.759,2.885,2.4553,3.408
2016-10-17,4.694,3.9671,3.3149,4.3434,3.755,2.878,2.4494,3.407
2016-10-18,4.714,3.9758,3.3242,4.3576,3.772,2.889,2.4585,3.418
2016-10-19,4.711,3.9736,3.322,4.3526,3.769,2.88,2.4561,3.416
2016-10-20,4.708,3.9714,3.3201,4.3608,3.769,2.88,2.4553,3.42
2016-10-21,4.709,3.9655,3.315,4.3581,3.76,2.874,2.4519,3.413
2016-10-24,4.71,3.9709,3.3163,4.367,3.765,2.878,2.4603,3.418
2016-10-25,4.716,3.9685,3.3178,4.3705,3.768,2.877,2.4642,3.423
2016-10-26,4.71,3.9657,3.3093,4.366,3.767,2.865,2.4562,3.42
2016-10-27,4.708,3.9647,3.3066,4.3672,3.769,2.865,2.4534,3.416
2016-10-28,4.704,3.9614,3.3053,4.3623,3.76,2.855,2.4502,3.413
2016-10-31,4.706,3.9664,3.2974,4.3558,3.756,2.851,2.4511,3.414
2016-11-01,4.713,3.9736,3.3043,4.368,3.769,2.86,2.4552,3.424
2016-11-02,4.702,3.9743,3.2961,4.3657,3.761,2.856,2.4489,3.429
2016-11-03,4.703,3.9774,3.2998,4.3695,3.766,2.862,2.452,3.429
2016-11-04,4.695,3.9702,3.2987,4.3622,3.766,2.854,2.4448,3.421
2016-11-07,4.705,3.9696,3.2984,4.36,3.766,2.845,2.4451,3.419
2016-11-08,4.708,3.9734,3.3057,4.364,3.773,2.855,2.4461,3.421
2016-11-09,4.702,3.9649,3.3002,4.3624,3.77,2.854,2.4411,3.429
2016-11-10,4.717,3.9744,3.3138,4.3724,3.786,2.869,2.4503,3.429
